"","id","year","month","day","hour","hourly_events","hourly_ppt"
"193","badger",2004,4,18,16,7,0.07
"194","badger",2004,4,18,17,1,0.01
"195","badger",2004,4,18,18,2,0.02
"196","badger",2004,4,19,12,1,0.01
"197","badger",2004,4,19,17,1,0.01
"198","badger",2004,4,19,18,6,0.06
"199","badger",2004,4,19,19,11,0.11
"200","badger",2004,4,19,20,13,0.13
"201","badger",2004,4,19,21,8,0.08
"202","badger",2004,4,19,22,8,0.08
"203","badger",2004,4,19,23,7,0.07
"204","badger",2004,4,20,0,4,0.04
"205","badger",2004,4,20,1,2,0.02
"206","badger",2004,4,20,2,3,0.03
"207","badger",2004,4,20,3,3,0.03
"208","badger",2004,4,20,6,1,0.01
"209","badger",2004,4,21,6,1,0.01
"210","badger",2004,4,21,7,1,0.01
"211","badger",2004,5,28,9,1,0.01
"212","badger",2004,5,28,10,1,0.01
"213","badger",2004,6,1,15,1,0.01
