"","id","year","month","day","hour","hourly_events","hourly_ppt"
"56","sugarloaf",2007,7,18,7,14,0.14
"57","sugarloaf",2007,7,18,8,1,0.01
"58","sugarloaf",2007,7,18,9,2,0.02
"59","sugarloaf",2007,9,20,8,1,0.01
"60","sugarloaf",2007,9,22,7,4,0.04
"61","sugarloaf",2007,9,22,8,6,0.06
"62","sugarloaf",2007,9,22,13,1,0.01
"63","sugarloaf",2007,9,22,14,3,0.03
"64","sugarloaf",2007,9,23,5,1,0.01
"65","sugarloaf",2007,10,1,7,2,0.02
"66","sugarloaf",2007,10,9,21,6,0.06
"67","sugarloaf",2007,10,9,22,21,0.21
"68","sugarloaf",2007,10,9,23,37,0.37
"69","sugarloaf",2007,10,10,0,38,0.38
"70","sugarloaf",2007,10,10,1,8,0.08
"71","sugarloaf",2007,10,10,2,5,0.05
"72","sugarloaf",2007,10,10,3,22,0.22
"73","sugarloaf",2007,10,10,4,1,0.01
"74","sugarloaf",2007,10,12,3,2,0.02
"75","sugarloaf",2007,10,12,5,2,0.02
"76","sugarloaf",2007,10,12,6,1,0.01
"77","sugarloaf",2007,10,12,7,11,0.11
"78","sugarloaf",2007,10,12,8,11,0.11
"79","sugarloaf",2007,10,12,9,10,0.1
"80","sugarloaf",2007,10,12,10,16,0.16
"81","sugarloaf",2007,10,12,11,15,0.15
"82","sugarloaf",2007,10,12,12,6,0.06
"83","sugarloaf",2007,10,12,13,8,0.08
"84","sugarloaf",2007,10,12,14,17,0.17
"85","sugarloaf",2007,10,12,15,1,0.01
"86","sugarloaf",2007,10,15,11,2,0.02
"87","sugarloaf",2007,10,15,12,4,0.04
"88","sugarloaf",2007,10,15,13,12,0.12
"89","sugarloaf",2007,10,15,14,5,0.05
"90","sugarloaf",2007,10,15,15,2,0.02
"91","sugarloaf",2007,10,15,20,2,0.02
"92","sugarloaf",2007,10,15,23,2,0.02
"93","sugarloaf",2007,10,16,0,1,0.01
"94","sugarloaf",2007,10,16,9,1,0.01
"95","sugarloaf",2007,10,16,10,1,0.01
"96","sugarloaf",2007,10,16,11,3,0.03
"97","sugarloaf",2007,10,16,12,12,0.12
"98","sugarloaf",2007,10,16,13,15,0.15
"99","sugarloaf",2007,10,16,14,33,0.33
"100","sugarloaf",2007,10,16,15,5,0.05
"101","sugarloaf",2007,10,17,2,1,0.01
"102","sugarloaf",2007,10,17,5,16,0.16
"103","sugarloaf",2007,10,17,6,2,0.02
"104","sugarloaf",2007,10,18,19,1,0.01
"105","sugarloaf",2007,10,18,20,1,0.01
"106","sugarloaf",2007,10,18,21,2,0.02
"107","sugarloaf",2007,10,18,23,3,0.03
"108","sugarloaf",2007,10,19,0,3,0.03
"109","sugarloaf",2007,10,19,1,3,0.03
"110","sugarloaf",2007,10,19,2,1,0.01
"111","sugarloaf",2007,10,19,3,2,0.02
"112","sugarloaf",2007,10,19,4,3,0.03
"113","sugarloaf",2007,10,19,5,1,0.01
"114","sugarloaf",2007,10,19,6,1,0.01
"115","sugarloaf",2007,10,19,9,4,0.04
"116","sugarloaf",2007,10,19,10,1,0.01
"117","sugarloaf",2007,10,19,11,2,0.02
"118","sugarloaf",2007,10,19,12,3,0.03
"119","sugarloaf",2007,10,19,13,1,0.01
"120","sugarloaf",2007,10,19,14,2,0.02
"121","sugarloaf",2007,10,19,15,5,0.05
"122","sugarloaf",2007,10,19,16,8,0.08
"123","sugarloaf",2007,10,19,17,11,0.11
"124","sugarloaf",2007,10,19,18,6,0.06
"125","sugarloaf",2007,10,19,19,4,0.04
"126","sugarloaf",2007,10,31,8,1,0.01
"127","sugarloaf",2007,11,10,9,2,0.02
"128","sugarloaf",2007,11,10,10,3,0.03
"129","sugarloaf",2007,11,10,11,1,0.01
"130","sugarloaf",2007,11,10,12,7,0.07
"131","sugarloaf",2007,11,10,13,6,0.06
"132","sugarloaf",2007,11,10,14,6,0.06
"133","sugarloaf",2007,11,10,15,7,0.07
"134","sugarloaf",2007,11,10,16,12,0.12
"135","sugarloaf",2007,11,10,17,12,0.12
"136","sugarloaf",2007,11,10,18,7,0.07
"137","sugarloaf",2007,11,10,19,9,0.09
"138","sugarloaf",2007,11,10,20,5,0.05
"139","sugarloaf",2007,11,10,21,4,0.04
"140","sugarloaf",2007,11,10,22,2,0.02
"141","sugarloaf",2007,11,10,23,6,0.06
"142","sugarloaf",2007,11,11,0,13,0.13
"143","sugarloaf",2007,11,11,1,3,0.03
"144","sugarloaf",2007,11,11,3,2,0.02
"145","sugarloaf",2007,11,19,8,2,0.02
"146","sugarloaf",2007,11,19,9,4,0.04
"147","sugarloaf",2007,11,19,10,1,0.01
"148","sugarloaf",2007,11,19,12,1,0.01
"149","sugarloaf",2007,12,2,5,1,0.01
"150","sugarloaf",2007,12,3,22,5,0.05
"151","sugarloaf",2007,12,3,23,9,0.09
"152","sugarloaf",2007,12,4,0,29,0.29
"153","sugarloaf",2007,12,4,1,15,0.15
"154","sugarloaf",2007,12,4,2,12,0.12
"155","sugarloaf",2007,12,4,3,12,0.12
"156","sugarloaf",2007,12,4,4,10,0.1
"157","sugarloaf",2007,12,4,5,4,0.04
"158","sugarloaf",2007,12,4,6,2,0.02
"159","sugarloaf",2007,12,4,7,3,0.03
"160","sugarloaf",2007,12,4,9,1,0.01
"161","sugarloaf",2007,12,6,5,1,0.01
"162","sugarloaf",2007,12,6,9,1,0.01
"163","sugarloaf",2007,12,6,10,1,0.01
"164","sugarloaf",2007,12,6,11,2,0.02
"165","sugarloaf",2007,12,6,12,2,0.02
"166","sugarloaf",2007,12,6,13,3,0.03
"167","sugarloaf",2007,12,6,14,4,0.04
"168","sugarloaf",2007,12,6,17,11,0.11
"169","sugarloaf",2007,12,6,18,13,0.13
"170","sugarloaf",2007,12,6,19,10,0.1
"171","sugarloaf",2007,12,6,20,15,0.15
"172","sugarloaf",2007,12,6,21,16,0.16
"173","sugarloaf",2007,12,6,22,22,0.22
"174","sugarloaf",2007,12,6,23,24,0.24
"175","sugarloaf",2007,12,7,0,14,0.14
"176","sugarloaf",2007,12,7,1,7,0.07
"177","sugarloaf",2007,12,7,2,3,0.03
"178","sugarloaf",2007,12,8,13,1,0.01
"179","sugarloaf",2007,12,16,19,2,0.02
"180","sugarloaf",2007,12,16,20,11,0.11
"181","sugarloaf",2007,12,16,21,14,0.14
"182","sugarloaf",2007,12,16,22,12,0.12
"183","sugarloaf",2007,12,16,23,6,0.06
"184","sugarloaf",2007,12,17,0,10,0.1
"185","sugarloaf",2007,12,17,1,3,0.03
"186","sugarloaf",2007,12,17,19,1,0.01
"187","sugarloaf",2007,12,17,21,4,0.04
"188","sugarloaf",2007,12,17,22,4,0.04
"189","sugarloaf",2007,12,17,23,9,0.09
"190","sugarloaf",2007,12,18,0,9,0.09
"191","sugarloaf",2007,12,18,1,7,0.07
"192","sugarloaf",2007,12,18,2,5,0.05
"193","sugarloaf",2007,12,18,3,3,0.03
"194","sugarloaf",2007,12,18,4,4,0.04
"195","sugarloaf",2007,12,18,5,6,0.06
"196","sugarloaf",2007,12,18,6,3,0.03
"197","sugarloaf",2007,12,18,7,5,0.05
"198","sugarloaf",2007,12,18,8,11,0.11
"199","sugarloaf",2007,12,18,9,21,0.21
"200","sugarloaf",2007,12,18,10,28,0.28
"201","sugarloaf",2007,12,18,11,24,0.24
"202","sugarloaf",2007,12,18,12,15,0.15
"203","sugarloaf",2007,12,19,5,1,0.01
"204","sugarloaf",2007,12,19,17,1,0.01
"205","sugarloaf",2007,12,19,18,2,0.02
"206","sugarloaf",2007,12,19,19,5,0.05
"207","sugarloaf",2007,12,19,20,13,0.13
"208","sugarloaf",2007,12,19,21,21,0.21
"209","sugarloaf",2007,12,19,22,30,0.3
"210","sugarloaf",2007,12,19,23,50,0.5
"211","sugarloaf",2007,12,20,0,51,0.51
"212","sugarloaf",2007,12,20,1,31,0.31
"213","sugarloaf",2007,12,20,2,5,0.05
"214","sugarloaf",2007,12,20,3,9,0.09
"215","sugarloaf",2007,12,27,19,12,0.12
"216","sugarloaf",2007,12,27,20,18,0.18
"217","sugarloaf",2007,12,27,21,12,0.12
"218","sugarloaf",2007,12,27,22,5,0.05
"219","sugarloaf",2007,12,27,23,4,0.04
"220","sugarloaf",2007,12,28,0,4,0.04
"221","sugarloaf",2007,12,28,1,3,0.03
"222","sugarloaf",2007,12,28,3,1,0.01
"223","sugarloaf",2007,12,28,5,1,0.01
"224","sugarloaf",2007,12,28,20,4,0.04
"225","sugarloaf",2007,12,28,21,4,0.04
"226","sugarloaf",2007,12,28,22,2,0.02
"227","sugarloaf",2007,12,28,23,1,0.01
"228","sugarloaf",2007,12,29,0,1,0.01
"229","sugarloaf",2007,12,29,1,2,0.02
"230","sugarloaf",2007,12,29,2,1,0.01
"231","sugarloaf",2007,12,29,4,2,0.02
"232","sugarloaf",2007,12,29,7,2,0.02
"233","sugarloaf",2007,12,29,9,1,0.01
"234","sugarloaf",2007,12,29,12,3,0.03
"235","sugarloaf",2007,12,29,13,2,0.02
"236","sugarloaf",2007,12,29,16,1,0.01
"237","sugarloaf",2007,12,29,17,1,0.01
"238","sugarloaf",2007,12,29,20,2,0.02
"239","sugarloaf",2008,1,3,9,2,0.02
"240","sugarloaf",2008,1,3,10,11,0.11
"241","sugarloaf",2008,1,3,11,14,0.14
"242","sugarloaf",2008,1,3,12,22,0.22
"243","sugarloaf",2008,1,3,13,19,0.19
"244","sugarloaf",2008,1,3,14,18,0.18
"245","sugarloaf",2008,1,3,16,3,0.03
"246","sugarloaf",2008,1,3,17,5,0.05
"247","sugarloaf",2008,1,3,18,10,0.1
"248","sugarloaf",2008,1,3,19,11,0.11
"249","sugarloaf",2008,1,3,20,12,0.12
"250","sugarloaf",2008,1,3,21,15,0.15
"251","sugarloaf",2008,1,3,22,9,0.09
"252","sugarloaf",2008,1,3,23,5,0.05
"253","sugarloaf",2008,1,4,0,4,0.04
"254","sugarloaf",2008,1,4,1,6,0.06
"255","sugarloaf",2008,1,4,2,13,0.13
"256","sugarloaf",2008,1,4,3,58,0.58
"257","sugarloaf",2008,1,4,4,43,0.43
"258","sugarloaf",2008,1,4,5,39,0.39
"259","sugarloaf",2008,1,4,6,70,0.7
"260","sugarloaf",2008,1,4,7,69,0.69
"261","sugarloaf",2008,1,4,8,50,0.5
"262","sugarloaf",2008,1,4,9,35,0.35
"263","sugarloaf",2008,1,4,10,42,0.42
"264","sugarloaf",2008,1,4,11,38,0.38
"265","sugarloaf",2008,1,4,12,30,0.3
"266","sugarloaf",2008,1,4,13,27,0.27
"267","sugarloaf",2008,1,4,14,8,0.08
"268","sugarloaf",2008,1,4,17,14,0.14
"269","sugarloaf",2008,1,4,21,1,0.01
"270","sugarloaf",2008,1,5,9,5,0.05
"271","sugarloaf",2008,1,5,10,17,0.17
"272","sugarloaf",2008,1,5,11,13,0.13
"273","sugarloaf",2008,1,5,19,21,0.21
"274","sugarloaf",2008,1,5,20,10,0.1
"275","sugarloaf",2008,1,5,21,2,0.02
"276","sugarloaf",2008,1,6,0,3,0.03
"277","sugarloaf",2008,1,6,1,6,0.06
"278","sugarloaf",2008,1,6,8,1,0.01
"279","sugarloaf",2008,1,6,19,6,0.06
"280","sugarloaf",2008,1,6,20,17,0.17
"281","sugarloaf",2008,1,6,21,7,0.07
"282","sugarloaf",2008,1,6,23,2,0.02
"283","sugarloaf",2008,1,7,1,2,0.02
"284","sugarloaf",2008,1,7,2,4,0.04
"285","sugarloaf",2008,1,8,8,12,0.12
"286","sugarloaf",2008,1,8,9,12,0.12
"287","sugarloaf",2008,1,8,10,7,0.07
"288","sugarloaf",2008,1,8,11,1,0.01
"289","sugarloaf",2008,1,8,12,2,0.02
"290","sugarloaf",2008,1,8,13,26,0.26
"291","sugarloaf",2008,1,8,14,20,0.2
"292","sugarloaf",2008,1,8,15,20,0.2
"293","sugarloaf",2008,1,8,16,5,0.05
"294","sugarloaf",2008,1,8,19,1,0.01
"295","sugarloaf",2008,1,9,20,1,0.01
"296","sugarloaf",2008,1,9,22,4,0.04
"297","sugarloaf",2008,1,9,23,2,0.02
"298","sugarloaf",2008,1,10,0,2,0.02
"299","sugarloaf",2008,1,10,1,5,0.05
"300","sugarloaf",2008,1,10,2,2,0.02
"301","sugarloaf",2008,1,10,4,2,0.02
"302","sugarloaf",2008,1,10,5,2,0.02
"303","sugarloaf",2008,1,10,6,4,0.04
"304","sugarloaf",2008,1,10,7,3,0.03
"305","sugarloaf",2008,1,10,8,5,0.05
"306","sugarloaf",2008,1,10,10,2,0.02
"307","sugarloaf",2008,1,10,14,1,0.01
"308","sugarloaf",2008,1,10,19,1,0.01
"309","sugarloaf",2008,1,12,4,1,0.01
"310","sugarloaf",2008,1,13,5,2,0.02
"311","sugarloaf",2008,1,21,15,4,0.04
"312","sugarloaf",2008,1,21,16,2,0.02
"313","sugarloaf",2008,1,21,17,1,0.01
"314","sugarloaf",2008,1,21,18,1,0.01
"315","sugarloaf",2008,1,21,19,2,0.02
"316","sugarloaf",2008,1,21,20,1,0.01
"317","sugarloaf",2008,1,21,21,2,0.02
"318","sugarloaf",2008,1,21,22,1,0.01
"319","sugarloaf",2008,1,21,23,1,0.01
"320","sugarloaf",2008,1,22,2,1,0.01
"321","sugarloaf",2008,1,22,3,3,0.03
"322","sugarloaf",2008,1,22,4,2,0.02
"323","sugarloaf",2008,1,22,5,3,0.03
"324","sugarloaf",2008,1,22,7,1,0.01
"325","sugarloaf",2008,1,22,8,2,0.02
"326","sugarloaf",2008,1,22,9,3,0.03
"327","sugarloaf",2008,1,22,11,1,0.01
"328","sugarloaf",2008,1,22,12,1,0.01
"329","sugarloaf",2008,1,23,0,2,0.02
"330","sugarloaf",2008,1,23,1,4,0.04
"331","sugarloaf",2008,1,23,2,7,0.07
"332","sugarloaf",2008,1,23,3,5,0.05
"333","sugarloaf",2008,1,23,4,3,0.03
"334","sugarloaf",2008,1,23,5,1,0.01
"335","sugarloaf",2008,1,23,8,2,0.02
"336","sugarloaf",2008,1,23,21,2,0.02
"337","sugarloaf",2008,1,24,5,4,0.04
"338","sugarloaf",2008,1,24,6,1,0.01
"339","sugarloaf",2008,1,24,7,3,0.03
"340","sugarloaf",2008,1,24,8,6,0.06
"341","sugarloaf",2008,1,24,9,2,0.02
"342","sugarloaf",2008,1,24,10,1,0.01
"343","sugarloaf",2008,1,24,11,3,0.03
"344","sugarloaf",2008,1,24,12,2,0.02
"345","sugarloaf",2008,1,24,13,5,0.05
"346","sugarloaf",2008,1,24,14,4,0.04
"347","sugarloaf",2008,1,24,15,5,0.05
"348","sugarloaf",2008,1,24,16,5,0.05
"349","sugarloaf",2008,1,24,17,7,0.07
"350","sugarloaf",2008,1,24,18,1,0.01
"351","sugarloaf",2008,1,24,20,1,0.01
"352","sugarloaf",2008,1,25,0,1,0.01
"353","sugarloaf",2008,1,25,1,1,0.01
"354","sugarloaf",2008,1,25,4,4,0.04
"355","sugarloaf",2008,1,25,5,7,0.07
"356","sugarloaf",2008,1,25,6,7,0.07
"357","sugarloaf",2008,1,25,7,7,0.07
"358","sugarloaf",2008,1,25,8,10,0.1
"359","sugarloaf",2008,1,25,9,16,0.16
"360","sugarloaf",2008,1,25,10,21,0.21
"361","sugarloaf",2008,1,25,11,22,0.22
"362","sugarloaf",2008,1,25,12,25,0.25
"363","sugarloaf",2008,1,25,13,29,0.29
"364","sugarloaf",2008,1,25,14,31,0.31
"365","sugarloaf",2008,1,25,15,31,0.31
"366","sugarloaf",2008,1,25,16,28,0.28
"367","sugarloaf",2008,1,25,17,20,0.2
"368","sugarloaf",2008,1,25,18,21,0.21
"369","sugarloaf",2008,1,25,19,17,0.17
"370","sugarloaf",2008,1,25,20,18,0.18
"371","sugarloaf",2008,1,25,21,17,0.17
"372","sugarloaf",2008,1,25,22,25,0.25
"373","sugarloaf",2008,1,25,23,19,0.19
"374","sugarloaf",2008,1,26,0,17,0.17
"375","sugarloaf",2008,1,26,1,9,0.09
"376","sugarloaf",2008,1,26,2,10,0.1
"377","sugarloaf",2008,1,26,3,5,0.05
"378","sugarloaf",2008,1,26,6,1,0.01
"379","sugarloaf",2008,1,26,22,8,0.08
"380","sugarloaf",2008,1,26,23,12,0.12
"381","sugarloaf",2008,1,27,0,23,0.23
"382","sugarloaf",2008,1,27,1,18,0.18
"383","sugarloaf",2008,1,27,3,7,0.07
"384","sugarloaf",2008,1,27,4,1,0.01
"385","sugarloaf",2008,1,27,5,2,0.02
"386","sugarloaf",2008,1,27,6,4,0.04
"387","sugarloaf",2008,1,27,7,7,0.07
"388","sugarloaf",2008,1,27,8,2,0.02
"389","sugarloaf",2008,1,27,13,1,0.01
"390","sugarloaf",2008,1,27,15,8,0.08
"391","sugarloaf",2008,1,27,16,5,0.05
"392","sugarloaf",2008,1,27,17,4,0.04
"393","sugarloaf",2008,1,27,18,10,0.1
"394","sugarloaf",2008,1,27,19,6,0.06
"395","sugarloaf",2008,1,27,20,4,0.04
"396","sugarloaf",2008,1,27,21,1,0.01
"397","sugarloaf",2008,1,28,1,1,0.01
"398","sugarloaf",2008,1,28,6,2,0.02
"399","sugarloaf",2008,1,29,8,1,0.01
"400","sugarloaf",2008,1,29,9,2,0.02
"401","sugarloaf",2008,1,29,10,1,0.01
"402","sugarloaf",2008,1,29,11,2,0.02
"403","sugarloaf",2008,1,29,12,2,0.02
"404","sugarloaf",2008,1,29,13,7,0.07
"405","sugarloaf",2008,1,29,14,15,0.15
"406","sugarloaf",2008,1,29,15,8,0.08
"407","sugarloaf",2008,1,30,0,2,0.02
"408","sugarloaf",2008,1,30,1,2,0.02
"409","sugarloaf",2008,1,31,6,1,0.01
"410","sugarloaf",2008,1,31,7,1,0.01
"411","sugarloaf",2008,1,31,8,2,0.02
"412","sugarloaf",2008,1,31,9,4,0.04
"413","sugarloaf",2008,1,31,10,5,0.05
"414","sugarloaf",2008,1,31,11,4,0.04
"415","sugarloaf",2008,1,31,12,14,0.14
"416","sugarloaf",2008,1,31,13,29,0.29
"417","sugarloaf",2008,1,31,14,39,0.39
"418","sugarloaf",2008,1,31,15,39,0.39
"419","sugarloaf",2008,1,31,16,24,0.24
"420","sugarloaf",2008,1,31,17,21,0.21
"421","sugarloaf",2008,1,31,18,2,0.02
"422","sugarloaf",2008,1,31,19,1,0.01
"423","sugarloaf",2008,2,1,9,2,0.02
"424","sugarloaf",2008,2,2,8,2,0.02
"425","sugarloaf",2008,2,2,9,6,0.06
"426","sugarloaf",2008,2,2,10,3,0.03
"427","sugarloaf",2008,2,2,11,7,0.07
"428","sugarloaf",2008,2,2,12,7,0.07
"429","sugarloaf",2008,2,2,13,7,0.07
"430","sugarloaf",2008,2,2,14,13,0.13
"431","sugarloaf",2008,2,2,15,14,0.14
"432","sugarloaf",2008,2,2,16,11,0.11
"433","sugarloaf",2008,2,2,17,12,0.12
"434","sugarloaf",2008,2,2,18,24,0.24
"435","sugarloaf",2008,2,2,19,26,0.26
"436","sugarloaf",2008,2,2,20,27,0.27
"437","sugarloaf",2008,2,2,21,24,0.24
"438","sugarloaf",2008,2,2,22,4,0.04
"439","sugarloaf",2008,2,2,23,8,0.08
"440","sugarloaf",2008,2,3,2,4,0.04
"441","sugarloaf",2008,2,3,4,1,0.01
"442","sugarloaf",2008,2,3,5,2,0.02
"443","sugarloaf",2008,2,19,9,1,0.01
"444","sugarloaf",2008,2,19,10,2,0.02
"445","sugarloaf",2008,2,19,12,2,0.02
"446","sugarloaf",2008,2,19,13,3,0.03
"447","sugarloaf",2008,2,19,14,1,0.01
"448","sugarloaf",2008,2,19,15,1,0.01
"449","sugarloaf",2008,2,19,16,3,0.03
"450","sugarloaf",2008,2,19,17,1,0.01
"451","sugarloaf",2008,2,19,18,5,0.05
"452","sugarloaf",2008,2,19,19,12,0.12
"453","sugarloaf",2008,2,19,20,4,0.04
"454","sugarloaf",2008,2,20,6,5,0.05
"455","sugarloaf",2008,2,20,7,3,0.03
"456","sugarloaf",2008,2,21,8,2,0.02
"457","sugarloaf",2008,2,21,9,3,0.03
"458","sugarloaf",2008,2,21,10,6,0.06
"459","sugarloaf",2008,2,21,11,3,0.03
"460","sugarloaf",2008,2,21,16,3,0.03
"461","sugarloaf",2008,2,21,17,3,0.03
"462","sugarloaf",2008,2,21,18,7,0.07
"463","sugarloaf",2008,2,21,19,1,0.01
"464","sugarloaf",2008,2,21,21,8,0.08
"465","sugarloaf",2008,2,21,22,3,0.03
"466","sugarloaf",2008,2,21,23,2,0.02
"467","sugarloaf",2008,2,22,0,7,0.07
"468","sugarloaf",2008,2,22,1,1,0.01
"469","sugarloaf",2008,2,22,3,2,0.02
"470","sugarloaf",2008,2,22,5,2,0.02
"471","sugarloaf",2008,2,22,6,9,0.09
"472","sugarloaf",2008,2,22,7,1,0.01
"473","sugarloaf",2008,2,22,8,2,0.02
"474","sugarloaf",2008,2,22,9,1,0.01
"475","sugarloaf",2008,2,22,11,2,0.02
"476","sugarloaf",2008,2,22,12,4,0.04
"477","sugarloaf",2008,2,22,13,4,0.04
"478","sugarloaf",2008,2,22,14,4,0.04
"479","sugarloaf",2008,2,22,15,3,0.03
"480","sugarloaf",2008,2,23,4,1,0.01
"481","sugarloaf",2008,2,23,11,2,0.02
"482","sugarloaf",2008,2,23,13,2,0.02
"483","sugarloaf",2008,2,23,14,9,0.09
"484","sugarloaf",2008,2,23,15,3,0.03
"485","sugarloaf",2008,2,23,16,14,0.14
"486","sugarloaf",2008,2,23,17,3,0.03
"487","sugarloaf",2008,2,23,18,1,0.01
"488","sugarloaf",2008,2,23,19,7,0.07
"489","sugarloaf",2008,2,23,20,19,0.19
"490","sugarloaf",2008,2,23,21,14,0.14
"491","sugarloaf",2008,2,23,22,12,0.12
"492","sugarloaf",2008,2,23,23,9,0.09
"493","sugarloaf",2008,2,24,0,5,0.05
"494","sugarloaf",2008,2,24,1,10,0.1
"495","sugarloaf",2008,2,24,2,1,0.01
"496","sugarloaf",2008,2,24,3,19,0.19
"497","sugarloaf",2008,2,24,4,28,0.28
"498","sugarloaf",2008,2,24,5,23,0.23
"499","sugarloaf",2008,2,24,6,27,0.27
"500","sugarloaf",2008,2,24,7,25,0.25
"501","sugarloaf",2008,2,24,8,35,0.35
"502","sugarloaf",2008,2,24,9,21,0.21
"503","sugarloaf",2008,2,24,10,8,0.08
"504","sugarloaf",2008,2,24,13,4,0.04
"505","sugarloaf",2008,2,24,14,8,0.08
"506","sugarloaf",2008,2,24,15,2,0.02
"507","sugarloaf",2008,2,24,16,2,0.02
"508","sugarloaf",2008,2,24,17,1,0.01
"509","sugarloaf",2008,2,24,18,1,0.01
"510","sugarloaf",2008,2,24,20,2,0.02
"511","sugarloaf",2008,2,25,7,1,0.01
"512","sugarloaf",2008,3,13,1,5,0.05
"513","sugarloaf",2008,3,13,2,6,0.06
"514","sugarloaf",2008,3,13,3,1,0.01
"515","sugarloaf",2008,3,14,13,4,0.04
"516","sugarloaf",2008,3,15,1,4,0.04
"517","sugarloaf",2008,3,15,2,2,0.02
"518","sugarloaf",2008,3,15,3,1,0.01
"519","sugarloaf",2008,3,15,15,2,0.02
"520","sugarloaf",2008,3,28,15,1,0.01
"521","sugarloaf",2008,3,28,16,4,0.04
"522","sugarloaf",2008,3,28,17,7,0.07
"523","sugarloaf",2008,3,28,18,7,0.07
"524","sugarloaf",2008,3,28,19,6,0.06
"525","sugarloaf",2008,3,28,20,4,0.04
"526","sugarloaf",2008,3,28,21,2,0.02
"527","sugarloaf",2008,3,28,22,3,0.03
"528","sugarloaf",2008,3,29,1,1,0.01
"529","sugarloaf",2008,3,29,3,1,0.01
"530","sugarloaf",2008,3,29,7,1,0.01
"531","sugarloaf",2008,4,22,19,7,0.07
"532","sugarloaf",2008,4,22,20,9,0.09
"533","sugarloaf",2008,4,22,21,10,0.1
"534","sugarloaf",2008,4,22,22,10,0.1
"535","sugarloaf",2008,4,22,23,6,0.06
"536","sugarloaf",2008,4,23,0,1,0.01
"537","sugarloaf",2008,4,23,9,6,0.06
"538","sugarloaf",2008,4,23,10,3,0.03
"539","sugarloaf",2008,4,23,11,8,0.08
"540","sugarloaf",2008,4,23,12,4,0.04
"541","sugarloaf",2008,5,24,9,4,0.04
"542","sugarloaf",2008,5,24,10,5,0.05
"543","sugarloaf",2008,5,24,11,1,0.01
"544","sugarloaf",2008,5,24,12,3,0.03
"545","sugarloaf",2008,5,24,13,4,0.04
"546","sugarloaf",2008,5,24,14,2,0.02
"547","sugarloaf",2008,5,24,15,3,0.03
"548","sugarloaf",2008,5,24,16,2,0.02
"549","sugarloaf",2008,5,24,17,2,0.02
"550","sugarloaf",2008,5,24,18,4,0.04
"551","sugarloaf",2008,5,24,19,6,0.06
"552","sugarloaf",2008,5,24,20,2,0.02
"553","sugarloaf",2008,5,24,21,1,0.01
"554","sugarloaf",2008,5,24,22,1,0.01
"555","sugarloaf",2008,5,25,0,1,0.01
"556","sugarloaf",2008,5,25,4,1,0.01
"557","sugarloaf",2008,10,3,19,3,0.03
