"","id","year","month","day","hour","hourly_events","hourly_ppt"
"1112","sugarloaf",2009,3,6,3,1,0.01
"1113","sugarloaf",2009,3,6,10,1,0.01
"1114","sugarloaf",2009,3,6,18,1,0.01
"1115","sugarloaf",2009,3,7,8,1,0.01
"1116","sugarloaf",2009,3,7,20,1,0.01
"1117","sugarloaf",2009,3,8,6,1,0.01
"1118","sugarloaf",2009,3,8,9,6,0.06
"1119","sugarloaf",2009,3,8,10,6,0.06
"1120","sugarloaf",2009,3,8,11,7,0.07
"1121","sugarloaf",2009,3,8,12,4,0.04
"1122","sugarloaf",2009,3,8,13,2,0.02
"1123","sugarloaf",2009,3,8,14,3,0.03
"1124","sugarloaf",2009,3,8,15,1,0.01
"1125","sugarloaf",2009,3,8,16,2,0.02
"1126","sugarloaf",2009,3,8,17,2,0.02
"1127","sugarloaf",2009,3,8,18,3,0.03
"1128","sugarloaf",2009,3,8,19,1,0.01
"1129","sugarloaf",2009,3,8,20,3,0.03
"1130","sugarloaf",2009,3,8,21,1,0.01
"1131","sugarloaf",2009,3,8,22,1,0.01
"1132","sugarloaf",2009,3,8,23,1,0.01
"1133","sugarloaf",2009,3,9,0,1,0.01
"1134","sugarloaf",2009,3,9,1,1,0.01
"1135","sugarloaf",2009,3,9,3,2,0.02
"1136","sugarloaf",2009,3,9,9,4,0.04
"1137","sugarloaf",2009,3,9,10,11,0.11
"1138","sugarloaf",2009,3,9,11,3,0.03
"1139","sugarloaf",2009,3,15,2,2,0.02
"1140","sugarloaf",2009,3,15,3,2,0.02
"1141","sugarloaf",2009,3,15,5,1,0.01
"1142","sugarloaf",2009,3,15,17,2,0.02
"1143","sugarloaf",2009,3,15,18,5,0.05
"1144","sugarloaf",2009,3,15,20,4,0.04
"1145","sugarloaf",2009,3,15,21,3,0.03
"1146","sugarloaf",2009,3,15,22,2,0.02
"1147","sugarloaf",2009,3,15,23,3,0.03
"1148","sugarloaf",2009,3,16,1,1,0.01
"1149","sugarloaf",2009,3,16,2,1,0.01
"1150","sugarloaf",2009,3,16,3,3,0.03
"1151","sugarloaf",2009,3,16,4,4,0.04
"1152","sugarloaf",2009,3,16,5,7,0.07
"1153","sugarloaf",2009,3,16,6,5,0.05
"1154","sugarloaf",2009,3,16,7,5,0.05
"1155","sugarloaf",2009,3,16,8,5,0.05
"1156","sugarloaf",2009,3,16,9,6,0.06
"1157","sugarloaf",2009,3,16,10,9,0.09
"1158","sugarloaf",2009,3,16,11,5,0.05
"1159","sugarloaf",2009,3,16,12,5,0.05
"1160","sugarloaf",2009,3,16,13,2,0.02
"1161","sugarloaf",2009,3,16,14,4,0.04
"1162","sugarloaf",2009,3,16,15,6,0.06
"1163","sugarloaf",2009,3,16,16,7,0.07
"1164","sugarloaf",2009,3,16,17,4,0.04
"1165","sugarloaf",2009,3,16,18,2,0.02
"1166","sugarloaf",2009,3,21,16,9,0.09
"1167","sugarloaf",2009,3,21,17,17,0.17
"1168","sugarloaf",2009,3,21,18,15,0.15
"1169","sugarloaf",2009,3,21,19,11,0.11
"1170","sugarloaf",2009,3,21,20,6,0.06
"1171","sugarloaf",2009,3,22,1,4,0.04
"1172","sugarloaf",2009,3,22,2,5,0.05
"1173","sugarloaf",2009,3,22,3,5,0.05
"1174","sugarloaf",2009,3,22,4,4,0.04
"1175","sugarloaf",2009,3,22,5,2,0.02
"1176","sugarloaf",2009,3,22,6,1,0.01
"1177","sugarloaf",2009,4,7,11,6,0.06
"1178","sugarloaf",2009,4,7,12,9,0.09
"1179","sugarloaf",2009,4,7,13,7,0.07
"1180","sugarloaf",2009,4,7,15,1,0.01
"1181","sugarloaf",2009,4,7,17,1,0.01
"1182","sugarloaf",2009,4,7,18,2,0.02
"1183","sugarloaf",2009,4,7,19,1,0.01
"1184","sugarloaf",2009,4,7,21,1,0.01
"1185","sugarloaf",2009,4,7,22,1,0.01
"1186","sugarloaf",2009,4,7,23,2,0.02
"1187","sugarloaf",2009,4,8,0,1,0.01
"1188","sugarloaf",2009,4,8,1,1,0.01
"1189","sugarloaf",2009,4,8,2,1,0.01
"1190","sugarloaf",2009,4,8,3,2,0.02
"1191","sugarloaf",2009,4,8,4,1,0.01
"1192","sugarloaf",2009,4,8,5,2,0.02
"1193","sugarloaf",2009,4,8,6,1,0.01
"1194","sugarloaf",2009,4,8,8,2,0.02
"1195","sugarloaf",2009,4,8,9,1,0.01
"1196","sugarloaf",2009,4,8,10,1,0.01
"1197","sugarloaf",2009,4,8,11,2,0.02
"1198","sugarloaf",2009,4,8,12,1,0.01
"1199","sugarloaf",2009,4,8,13,1,0.01
"1200","sugarloaf",2009,4,9,12,1,0.01
"1201","sugarloaf",2009,4,11,8,4,0.04
"1202","sugarloaf",2009,4,11,9,9,0.09
"1203","sugarloaf",2009,4,11,10,4,0.04
"1204","sugarloaf",2009,4,11,11,3,0.03
"1205","sugarloaf",2009,4,11,13,1,0.01
